Age,Sex,Race,Marital status?,Education,Employement,Incomes,How many books did you read during last 12months?,Read any printed books during last 12months?,Read any audiobooks during last 12months?,Read any e-books during last 12months?,"Last book you read, you…",Do you happen to read any daily news or newspapers?,Do you happen to read any magazines or journals?
61,Male,White,Married,"Some college, no 4-year degree",Employed full-time,"$75,000 to under $100,000",1,No,Yes,Yes,Purchased the book,Yes,No
60,Male,White,Married,High school graduate,Employed full-time,Refused,1,Yes,No,No,Purchased the book,Yes,No
59,Female,White,Married,High school graduate,Not employed for pay,"$50,000 to under $75,000",1,No,Yes,No,Purchased the book,No,No
59,Male,White,Married,Post-graduate training/professional school after college,Employed full-time,"$100,000 to under $150,000",1,Yes,No,No,Purchased the book,Yes,Yes
59,Male,White,Married,College graduate,Employed full-time,"$100,000 to under $150,000",1,Yes,No,No,Purchased the book,Yes,Yes
58,Female,White,Married,"Some college, no 4-year degree",Not employed for pay,"$20,000 to under $30,000",1,Yes,No,No,Got the book some other way,Yes,No
58,Female,White,Single,High school graduate,Employed full-time,"$10,000 to under $20,000",1,Yes,No,No,Got the book some other way,No,No
57,Female,White,Married,High school incomplete,Employed full-time,"$20,000 to under $30,000",1,No,Yes,No,Borrowed the book from a library,Yes,No
56,Male,White,Married,High school graduate,Employed full-time,"$40,000 to under $50,000",1,Yes,No,No,Borrowed the book from a friend or family member,No,No
55,Male,White,Married,"Some college, no 4-year degree",Employed full-time,"$50,000 to under $75,000",1,Yes,No,No,Borrowed the book from a library,Yes,No
54,Female,White,Married,Post-graduate training/professional school after college,Employed full-time,Refused,1,Yes,No,No,Borrowed the book from a friend or family member,Yes,Yes
54,Female,White,Single,"Some college, no 4-year degree",Disabled,"9$100,000 to under $150,000",1,No,No,No,8,No,No
54,Female,White,Never been married,College graduate,Employed full-time,"$50,000 to under $75,000",1,Yes,No,No,Purchased the book,Yes,Yes
53,Male,White,Divorced,"Some college, no 4-year degree",Employed full-time,"$100,000 to under $150,000",1,No,No,No,Borrowed the book from a friend or family member,No,No
53,Male,White,Never been married,High school incomplete,Retired,"$10,000 to under $20,000",1,Yes,Yes,No,Borrowed the book from a library,No,Yes
53,Male,White,Married,"Some college, no 4-year degree",Employed full-time,"$100,000 to under $150,000",1,Yes,No,No,Purchased the book,Yes,No
53,Female,White,Divorced,High school graduate,Not employed for pay,"Less than $10,000",1,Yes,Yes,No,Purchased the book,No,No
53,Male,White,Married,"Some college, no 4-year degree",Employed full-time,"$40,000 to under $50,000",1,Yes,No,No,Got the book some other way,Yes,Yes
52,Female,White,Living with a partner,College graduate,Employed full-time,"$40,000 to under $50,000",1,Yes,No,No,Got the book some other way,Yes,No
50,Female,White,Married,"Some college, no 4-year degree",Employed full-time,Refused,1,Yes,No,No,Borrowed the book from a friend or family member,Yes,No
50,Male,White,Married,"Some college, no 4-year degree",Employed full-time,"$100,000 to under $150,000",1,Yes,No,Don’t know,Borrowed the book from a friend or family member,Yes,Yes
49,Male,White,Married,"Some college, no 4-year degree",Employed full-time,"$75,000 to under $100,000",1,Yes,No,No,Purchased the book,Yes,Yes
49,Male,White,Never been married,High school graduate,Employed full-time,Refused,1,No,No,No,9,Yes,No
49,Female,White,Living with a partner,High school graduate,Have own business/self-employed,Refused,1,Yes,No,No,Borrowed the book from a friend or family member,No,No
49,Male,White,Divorced,"Some college, no 4-year degree",Employed full-time,"$30,000 to under $40,000",1,Yes,No,No,8,No,No
48,Male,White,Married,High school graduate,Employed full-time,"$10,000 to under $20,000",1,Yes,Yes,No,Borrowed the book from a library,Yes,No
47,Female,White,Divorced,High school incomplete,Not employed for pay,"Less than $10,000",1,Yes,No,No,Borrowed the book from a library,Yes,No
46,Female,White,Living with a partner,High school graduate,Employed full-time,"$50,000 to under $75,000",1,Yes,No,No,8,Yes,Yes
46,Male,White,Married,Post-graduate training/professional school after college,Employed full-time,"$100,000 to under $150,000",1,Yes,Yes,No,Purchased the book,Yes,Yes
46,Female,White,Married,College graduate,Not employed for pay,"$30,000 to under $40,000",1,Yes,Yes,No,Borrowed the book from a library,Yes,No
46,Female,White,Married,College graduate,Employed full-time,"$75,000 to under $100,000",1,Yes,No,No,Purchased the book,No,No
44,Male,White,Divorced,Post-graduate training/professional school after college,Employed full-time,"$100,000 to under $150,000",1,Yes,No,No,Purchased the book,No,Yes
44,Female,White,Married,College graduate,Employed full-time,Refused,1,Yes,No,No,Borrowed the book from a friend or family member,No,No
44,Female,White,Married,Post-graduate training/professional school after college,Employed full-time,"$100,000 to under $150,000",1,Yes,No,No,Purchased the book,Yes,Yes
42,Female,White,Divorced,High school graduate,Employed part-time,"$10,000 to under $20,000",1,Yes,No,No,Purchased the book,Yes,No
41,Male,White,Married,"Some college, no 4-year degree",Employed full-time,Refused,1,Yes,No,No,Purchased the book,No,No
40,Female,White,Married,College graduate,Employed part-time,Refused,1,Yes,No,No,Borrowed the book from a library,No,Yes
40,Male,White,Married,None,Not employed for pay,"Less than $10,000",1,Yes,No,No,Purchased the book,Yes,No
39,Female,White,Married,"Some college, no 4-year degree",Employed part-time,"$30,000 to under $40,000",1,Yes,Yes,No,Purchased the book,Yes,Yes
38,Male,White,Married,"Some college, no 4-year degree",Employed full-time,"$50,000 to under $75,000",1,Yes,No,No,Borrowed the book from a friend or family member,Yes,Yes
38,Male,White,Married,"Some college, no 4-year degree",Employed full-time,Refused,1,Yes,No,No,Got the book some other way,No,No
38,Female,White,Married,High school graduate,Employed full-time,Refused,1,Yes,No,No,Purchased the book,No,Yes
37,Male,White,Divorced,High school graduate,Employed part-time,"Less than $10,000",1,Yes,No,No,Borrowed the book from a friend or family member,No,No
37,Male,White,Married,College graduate,Employed full-time,"$50,000 to under $75,000",1,Yes,Yes,No,Borrowed the book from a library,No,No
36,Female,White,Married,College graduate,Employed full-time,"$100,000 to under $150,000",1,Yes,No,Yes,Purchased the book,Yes,Yes
35,Male,White,Divorced,"Some college, no 4-year degree",Not employed for pay,"Less than $10,000",1,Yes,Yes,Yes,Borrowed the book from a library,No,No
33,Female,White,Never been married,"Some college, no 4-year degree",Employed full-time,"$50,000 to under $75,000",1,Yes,No,No,Borrowed the book from a library,No,No
33,Female,White,Married,Post-graduate training/professional school after college,Employed full-time,"$100,000 to under $150,000",1,Yes,No,No,Borrowed the book from a friend or family member,Yes,No
32,Female,White,Married,"Some college, no 4-year degree",Employed full-time,"$40,000 to under $50,000",1,Yes,No,No,Borrowed the book from a library,No,No
32,Female,White,Married,High school graduate,Not employed for pay,"$50,000 to under $75,000",1,Yes,No,No,Purchased the book,No,Yes
32,Male,White,Married,"Technical, trade or vocational school AFTER high school",Have own business/self-employed,"$75,000 to under $100,000",1,Yes,No,No,Got the book some other way,No,No
31,Male,White,Never been married,High school graduate,Not employed for pay,"$30,000 to under $40,000",1,Yes,No,No,Purchased the book,Yes,No
31,Male,White,Married,High school graduate,Not employed for pay,"$30,000 to under $40,000",1,Yes,No,No,Purchased the book,No,No
31,Male,White,Living with a partner,High school graduate,Employed full-time,"$20,000 to under $30,000",1,Yes,No,No,Borrowed the book from a library,No,No
31,Male,White,Married,Post-graduate training/professional school after college,Employed full-time,"$100,000 to under $150,000",1,Yes,No,Yes,Got the book some other way,Yes,Yes
30,Male,White,Married,High school graduate,Employed full-time,"$50,000 to under $75,000",1,No,No,Yes,Got the book some other way,No,No
30,Female,White,Never been married,"Some college, no 4-year degree",Employed full-time,"$10,000 to under $20,000",1,Yes,No,Yes,Borrowed the book from a friend or family member,Yes,No
30,Male,White,Living with a partner,"Some college, no 4-year degree",Employed full-time,"$50,000 to under $75,000",1,Yes,No,No,Purchased the book,Yes,Yes
29,Male,White,Living with a partner,None,Not employed for pay,"$10,000 to under $20,000",1,Yes,No,No,8,No,No
29,Male,White,Married,"Some college, no 4-year degree",Employed full-time,"$50,000 to under $75,000",1,Yes,No,No,Got the book some other way,Yes,Yes
28,Male,White,Single,Post-graduate training/professional school after college,Employed full-time,"$75,000 to under $100,000",1,No,No,Yes,Purchased the book,Yes,No
27,Female,White,Married,High school graduate,Not employed for pay,"Less than $10,000",1,No,No,No,Got the book some other way,No,No
27,Female,White,Married,College graduate,Employed full-time,"$20,000 to under $30,000",1,Yes,No,No,Got the book some other way,Yes,No
27,Female,White,Married,"Some college, no 4-year degree",Employed part-time,"$50,000 to under $75,000",1,No,Yes,Yes,Purchased the book,Yes,No
26,Male,White,Married,"Some college, no 4-year degree",Employed full-time,"$50,000 to under $75,000",1,Yes,No,No,Got the book some other way,No,No
25,Male,White,Never been married,College graduate,Employed part-time,"$100,000 to under $150,000",1,Yes,No,No,Purchased the book,No,No
25,Female,White,Never been married,"Some college, no 4-year degree",Employed part-time,"$10,000 to under $20,000",1,Yes,No,No,Purchased the book,No,No
24,Male,White,Never been married,College graduate,Employed full-time,"$50,000 to under $75,000",1,No,No,Yes,Purchased the book,Yes,Yes
24,Male,White,Never been married,High school graduate,Employed full-time,"9$100,000 to under $150,000",1,Yes,No,No,Borrowed the book from a friend or family member,No,Yes
23,Male,White,Married,High school graduate,Employed full-time,"$10,000 to under $20,000",1,Yes,Yes,No,Purchased the book,No,No
22,Female,White,Living with a partner,"Some college, no 4-year degree",Employed full-time,"9$100,000 to under $150,000",1,Yes,No,No,Borrowed the book from a friend or family member,No,Yes
22,Male,White,Divorced,High school graduate,Employed full-time,"$100,000 to under $150,000",1,No,Yes,Don’t know,Got the book some other way,Yes,Yes
21,Male,White,Never been married,High school graduate,Not employed for pay,"$30,000 to under $40,000",1,Yes,No,No,Got the book some other way,No,No
19,Male,White,Never been married,High school graduate,Employed part-time,"$100,000 to under $150,000",1,Yes,No,No,Got the book some other way,No,Yes
18,Male,White,Never been married,High school graduate,Not employed for pay,"$50,000 to under $75,000",1,Don’t know,No,No,Borrowed the book from a library,No,No
17,Male,White,Never been married,High school incomplete,Not employed for pay,"$50,000 to under $75,000",1,Yes,No,No,Borrowed the book from a library,No,Yes
17,Female,White,Never been married,High school graduate,Not employed for pay,"$20,000 to under $30,000",1,Yes,No,No,Borrowed the book from a friend or family member,No,No
16,Female,White,Never been married,High school incomplete,Not employed for pay,"$30,000 to under $40,000",1,Yes,No,No,Purchased the book,No,No
16,Female,White,Never been married,High school incomplete,Not employed for pay,"Less than $10,000",1,Yes,No,No,Borrowed the book from a library,No,No
16,Male,White,Never been married,High school incomplete,Not employed for pay,"9$100,000 to under $150,000",1,No,No,No,Got the book some other way,Yes,No
16,Female,White,Never been married,High school incomplete,Employed part-time,"9$100,000 to under $150,000",1,Yes,No,No,Borrowed the book from a friend or family member,No,Yes
16,Female,White,Never been married,High school incomplete,Not employed for pay,"$10,000 to under $20,000",1,Yes,No,No,Borrowed the book from a library,No,No
69,Male,Refused,Married,High school graduate,Retired,Refused,0,,,,,Yes,No
58,Male,Refused,Don’t know,None,Employed full-time,"Less than $10,000",0,,,,,No,No
72,Male,Other,Married,High school graduate,Retired,"$30,000 to under $40,000",0,,,,,Yes,No
72,Female,Other,Divorced,None,Retired,"9$100,000 to under $150,000",0,,,,,No,No
67,Female,Other,Married,None,Not employed for pay,"Less than $10,000",0,,,,,No,No
61,Male,Other,Married,"Some college, no 4-year degree",Not employed for pay,"Less than $10,000",0,,,,,No,No
59,Female,Other,Divorced,"Some college, no 4-year degree",Not employed for pay,"9$100,000 to under $150,000",0,,,,,No,No
39,Male,Other,Living with a partner,High school graduate,Employed full-time,"$30,000 to under $40,000",0,,,,,Yes,Yes
28,Male,Other,Single,High school graduate,Employed full-time,"$100,000 to under $150,000",0,,,,,No,No
24,Male,Other,Never been married,"Some college, no 4-year degree",Employed part-time,"$30,000 to under $40,000",0,,,,,Yes,No
22,Male,Other,Married,High school graduate,Employed full-time,"$10,000 to under $20,000",0,,,,,No,Yes
17,Male,Other,Never been married,High school incomplete,Not employed for pay,"$40,000 to under $50,000",0,,,,,No,Yes
67,Male,Native American/American Indian,Divorced,"Some college, no 4-year degree",Retired,"$20,000 to under $30,000",0,,,,,No,No
58,Male,Native American/American Indian,Divorced,High school graduate,Disabled,"$10,000 to under $20,000",0,,,,,Yes,Yes
56,Male,Native American/American Indian,Single,High school graduate,Not employed for pay,"Less than $10,000",0,,,,,Yes,No
54,Female,Native American/American Indian,Divorced,"Some college, no 4-year degree",Employed full-time,"$20,000 to under $30,000",0,,,,,Yes,Yes
54,Male,Native American/American Indian,Divorced,"Some college, no 4-year degree",Employed full-time,"$50,000 to under $75,000",0,,,,,No,No
26,Female,Native American/American Indian,Married,Don’t know,Not employed for pay,"$10,000 to under $20,000",0,,,,,Yes,Yes
19,Male,Native American/American Indian,Living with a partner,High school graduate,Not employed for pay,"$20,000 to under $30,000",0,,,,,No,No
70,Male,Mixed race,Married,High school incomplete,Retired,Refused,0,,,,,No,No
68,Female,Mixed race,Married,High school graduate,Retired,"9$100,000 to under $150,000",0,,,,,Yes,Yes
58,Female,Mixed race,Married,"Some college, no 4-year degree",Retired,"$20,000 to under $30,000",0,,,,,No,No
53,Female,Mixed race,Never been married,None,Employed part-time,"Less than $10,000",0,,,,,No,No
46,Male,Mixed race,Divorced,College graduate,Retired,"$20,000 to under $30,000",0,,,,,Yes,No
35,Male,Mixed race,Separated,High school graduate,Employed full-time,"$20,000 to under $30,000",0,,,,,Yes,No
30,Female,Mixed race,Married,High school graduate,Employed full-time,"$30,000 to under $40,000",0,,,,,No,No
26,Female,Mixed race,Married,"Technical, trade or vocational school AFTER high school",Not employed for pay,"$30,000 to under $40,000",0,,,,,No,Yes
62,Female,Asian or Pacific Islander,Divorced,High school incomplete,Employed full-time,"$10,000 to under $20,000",0,,,,,No,No
54,Female,Asian or Pacific Islander,Married,Don’t know,Not employed for pay,Refused,0,,,,,No,No
32,Male,Asian or Pacific Islander,Married,Post-graduate training/professional school after college,Employed full-time,"Less than $10,000",0,,,,,No,No
32,Male,Asian or Pacific Islander,Married,Post-graduate training/professional school after college,Have own business/self-employed,"Less than $10,000",0,,,,,No,No
29,Female,Asian or Pacific Islander,Married,"Some college, no 4-year degree",Employed full-time,"$50,000 to under $75,000",0,,,,,Yes,Yes
27,Female,Asian or Pacific Islander,Married,High school graduate,Employed part-time,"$30,000 to under $40,000",0,,,,,No,No
23,Female,Asian or Pacific Islander,Married,High school graduate,Not employed for pay,"$20,000 to under $30,000",0,,,,,No,No
18,Male,Asian or Pacific Islander,Never been married,"Some college, no 4-year degree",Not employed for pay,Refused,0,,,,,No,No
85,Male,Black or African-American,Divorced,"Technical, trade or vocational school AFTER high school",Retired,"$20,000 to under $30,000",0,,,,,No,No
79,Female,Black or African-American,Married,"Technical, trade or vocational school AFTER high school",Retired,"$40,000 to under $50,000",0,,,,,Yes,Yes
75,Female,Black or African-American,Separated,None,Retired,"Less than $10,000",0,,,,,No,No
73,Female,Black or African-American,Single,"Some college, no 4-year degree",Retired,Refused,0,,,,,Yes,No
70,Male,Black or African-American,Married,High school incomplete,Disabled,"$10,000 to under $20,000",0,,,,,No,No
69,Female,Black or African-American,Married,"Some college, no 4-year degree",Employed part-time,"$50,000 to under $75,000",0,,,,,Yes,No
69,Male,Black or African-American,Married,High school incomplete,Disabled,"$10,000 to under $20,000",0,,,,,Yes,No
69,Male,Black or African-American,Widowed,High school graduate,Retired,"Less than $10,000",0,,,,,No,No
67,Male,Black or African-American,Married,High school graduate,Disabled,"$10,000 to under $20,000",0,,,,,Yes,No
67,Female,Black or African-American,Married,High school graduate,Retired,"$30,000 to under $40,000",0,,,,,No,No
66,Female,Black or African-American,Never been married,High school graduate,Disabled,"Less than $10,000",0,,,,,Yes,No
66,Male,Black or African-American,Divorced,High school graduate,Retired,"$30,000 to under $40,000",0,,,,,Yes,No
66,Female,Black or African-American,Single,None,Not employed for pay,"9$100,000 to under $150,000",0,,,,,No,No
65,Female,Black or African-American,Widowed,High school graduate,Retired,"$10,000 to under $20,000",0,,,,,No,No
64,Male,Black or African-American,Married,High school graduate,Disabled,"9$100,000 to under $150,000",0,,,,,Yes,No
63,Male,Black or African-American,Never been married,High school graduate,Not employed for pay,Refused,0,,,,,Yes,No
62,Female,Black or African-American,Separated,High school graduate,Not employed for pay,"9$100,000 to under $150,000",0,,,,,No,No
62,Male,Black or African-American,Widowed,High school incomplete,Not employed for pay,"$10,000 to under $20,000",0,,,,,Yes,No
60,Male,Black or African-American,Divorced,"Some college, no 4-year degree",Employed part-time,"9$100,000 to under $150,000",0,,,,,No,No
59,Female,Black or African-American,Divorced,College graduate,Employed full-time,"$100,000 to under $150,000",0,,,,,Yes,No
57,Female,Black or African-American,Married,High school graduate,Employed full-time,"$50,000 to under $75,000",0,,,,,Yes,No
56,Male,Black or African-American,Living with a partner,High school graduate,Retired,"Less than $10,000",0,,,,,Yes,Yes
56,Male,Black or African-American,Separated,None,Employed full-time,"$10,000 to under $20,000",0,,,,,No,Yes
55,Male,Black or African-American,Divorced,High school graduate,Employed full-time,"9$100,000 to under $150,000",0,,,,,Yes,No
54,Female,Black or African-American,Married,"Some college, no 4-year degree",Employed full-time,"$10,000 to under $20,000",0,,,,,Yes,Yes
53,Male,Black or African-American,Married,None,Employed full-time,"$10,000 to under $20,000",0,,,,,No,No
52,Male,Black or African-American,Married,High school graduate,Employed full-time,"Less than $10,000",0,,,,,Yes,Yes
51,Female,Black or African-American,Divorced,High school incomplete,Not employed for pay,"Less than $10,000",0,,,,,No,No
51,Female,Black or African-American,Married,None,Employed part-time,"$30,000 to under $40,000",0,,,,,Yes,No
50,Female,Black or African-American,Single,College graduate,Employed part-time,"$30,000 to under $40,000",0,,,,,No,Yes
50,Female,Black or African-American,Never been married,None,Disabled,"Less than $10,000",0,,,,,No,No
50,Male,Black or African-American,Divorced,High school incomplete,Not employed for pay,"9$100,000 to under $150,000",0,,,,,No,No
50,Male,Black or African-American,Married,None,Not employed for pay,"$10,000 to under $20,000",0,,,,,Yes,No
49,Male,Black or African-American,Never been married,High school graduate,Not employed for pay,"Less than $10,000",0,,,,,Yes,Yes
48,Male,Black or African-American,Married,High school incomplete,Employed full-time,"$10,000 to under $20,000",0,,,,,No,No
47,Male,Black or African-American,Married,"Some college, no 4-year degree",Employed full-time,"$40,000 to under $50,000",0,,,,,Yes,No
46,Female,Black or African-American,Married,"Some college, no 4-year degree",Employed full-time,Refused,0,,,,,Yes,No
46,Male,Black or African-American,Married,"Some college, no 4-year degree",Have own business/self-employed,"$100,000 to under $150,000",0,,,,,Yes,No
45,Female,Black or African-American,Married,High school graduate,Employed full-time,"$10,000 to under $20,000",0,,,,,No,No
44,Male,Black or African-American,Living with a partner,High school graduate,Employed full-time,"$50,000 to under $75,000",0,,,,,Yes,No
42,Male,Black or African-American,Never been married,High school graduate,Not employed for pay,"$10,000 to under $20,000",0,,,,,No,No
42,Male,Black or African-American,Married,"Some college, no 4-year degree",Employed full-time,"$30,000 to under $40,000",0,,,,,Yes,No
41,Male,Black or African-American,Separated,High school graduate,Other,"$10,000 to under $20,000",0,,,,,No,No
40,Female,Black or African-American,Living with a partner,"Some college, no 4-year degree",Not employed for pay,"$20,000 to under $30,000",0,,,,,Yes,Yes
39,Male,Black or African-American,Separated,High school graduate,Not employed for pay,"9$100,000 to under $150,000",0,,,,,No,No
35,Female,Black or African-American,Married,"Some college, no 4-year degree",Employed full-time,"$75,000 to under $100,000",0,,,,,Yes,Yes
34,Male,Black or African-American,Separated,None,Not employed for pay,"$20,000 to under $30,000",0,,,,,Yes,Yes
34,Male,Black or African-American,Living with a partner,None,Employed full-time,"$10,000 to under $20,000",0,,,,,Yes,Yes
34,Female,Black or African-American,Living with a partner,College graduate,Employed full-time,"$40,000 to under $50,000",0,,,,,Yes,Yes
33,Female,Black or African-American,Separated,High school graduate,Employed part-time,"Less than $10,000",0,,,,,No,No
32,Female,Black or African-American,Married,"Some college, no 4-year degree",Employed full-time,"$30,000 to under $40,000",0,,,,,No,No
31,Female,Black or African-American,Married,"Some college, no 4-year degree",Employed full-time,"$40,000 to under $50,000",0,,,,,No,No
31,Male,Black or African-American,Never been married,High school graduate,Employed part-time,"9$100,000 to under $150,000",0,,,,,Yes,No
30,Male,Black or African-American,Married,"Some college, no 4-year degree",Employed full-time,"$40,000 to under $50,000",0,,,,,No,No
29,Female,Black or African-American,Separated,High school incomplete,Not employed for pay,"$10,000 to under $20,000",0,,,,,No,Yes
29,Female,Black or African-American,Divorced,"Some college, no 4-year degree",Employed part-time,"Less than $10,000",0,,,,,No,No
28,Male,Black or African-American,Married,High school graduate,Employed full-time,Refused,0,,,,,Yes,No
27,Male,Black or African-American,Never been married,High school graduate,Employed part-time,"9$100,000 to under $150,000",0,,,,,No,No
27,Male,Black or African-American,Never been married,High school graduate,Employed full-time,"Less than $10,000",0,,,,,Yes,No
27,Female,Black or African-American,Married,High school incomplete,Not employed for pay,"$10,000 to under $20,000",0,,,,,No,No
23,Female,Black or African-American,Never been married,High school graduate,Employed full-time,"9$100,000 to under $150,000",0,,,,,No,No
23,Male,Black or African-American,Married,"Some college, no 4-year degree",Employed full-time,"$10,000 to under $20,000",0,,,,,Yes,No
20,Male,Black or African-American,Never been married,"Some college, no 4-year degree",Employed full-time,"$50,000 to under $75,000",0,,,,,Yes,Yes
17,Male,Black or African-American,Never been married,High school incomplete,Not employed for pay,"9$100,000 to under $150,000",0,,,,,No,No
17,Male,Black or African-American,Never been married,High school incomplete,Employed part-time,"$10,000 to under $20,000",0,,,,,No,No
92,Female,White,Widowed,Post-graduate training/professional school after college,Not employed for pay,Refused,0,,,,,No,No
92,Female,White,Widowed,High school graduate,Retired,"$10,000 to under $20,000",0,,,,,Yes,Yes
91,Female,White,Married,High school graduate,Retired,Refused,0,,,,,Yes,Yes
90,Female,White,Widowed,High school graduate,Retired,"9$100,000 to under $150,000",0,,,,,Yes,No
88,Male,White,Married,"Some college, no 4-year degree",Retired,"$75,000 to under $100,000",0,,,,,No,No
88,Male,White,Widowed,"Some college, no 4-year degree",Employed full-time,Refused,0,,,,,Yes,Yes
87,Male,White,Married,High school graduate,Retired,Refused,0,,,,,Yes,No
85,Female,White,Widowed,High school graduate,Retired,"$30,000 to under $40,000",0,,,,,Yes,Yes
84,Female,White,Widowed,"Some college, no 4-year degree",Retired,"$20,000 to under $30,000",0,,,,,Yes,No
84,Female,White,Married,"Some college, no 4-year degree",Retired,"9$100,000 to under $150,000",0,,,,,Yes,Yes
84,Female,White,Widowed,High school graduate,Retired,"$30,000 to under $40,000",0,,,,,Yes,No
84,Female,White,Widowed,"Some college, no 4-year degree",Retired,Refused,0,,,,,No,No
84,Male,White,Widowed,None,Not employed for pay,"9$100,000 to under $150,000",0,,,,,Yes,No
83,Male,White,Married,High school incomplete,Retired,Refused,0,,,,,No,No
83,Female,White,Widowed,High school graduate,Retired,Refused,0,,,,,Yes,No
83,Male,White,Single,High school graduate,Retired,"$10,000 to under $20,000",0,,,,,Yes,No
82,Female,White,Divorced,High school graduate,Retired,"Less than $10,000",0,,,,,No,No
82,Male,White,Married,"Some college, no 4-year degree",Retired,"$30,000 to under $40,000",0,,,,,Yes,Yes
82,Male,White,Married,None,Retired,Refused,0,,,,,No,No
82,Male,White,Don’t know,High school graduate,Retired,Refused,0,,,,,Yes,No
82,Female,White,Widowed,High school graduate,Retired,"9$100,000 to under $150,000",0,,,,,No,Yes
82,Female,White,Widowed,High school graduate,Retired,Refused,0,,,,,Yes,Yes
81,Female,White,Divorced,High school graduate,Retired,"Less than $10,000",0,,,,,Yes,Yes
81,Male,White,Married,High school graduate,Employed part-time,Refused,0,,,,,Yes,No
80,Female,White,Married,High school graduate,Retired,"9$100,000 to under $150,000",0,,,,,No,No
80,Male,White,Married,Don’t know,Retired,"$50,000 to under $75,000",0,,,,,Yes,No
80,Female,White,Widowed,High school graduate,Retired,"9$100,000 to under $150,000",0,,,,,Yes,No
80,Female,White,Married,Post-graduate training/professional school after college,Retired,Refused,0,,,,,Yes,Yes
79,Female,White,Married,"Technical, trade or vocational school AFTER high school",Retired,"$10,000 to under $20,000",0,,,,,Yes,No
79,Female,White,Married,"Technical, trade or vocational school AFTER high school",Retired,"$30,000 to under $40,000",0,,,,,Yes,Yes
78,Male,White,Never been married,Post-graduate training/professional school after college,Employed part-time,"$10,000 to under $20,000",0,,,,,Yes,Yes
78,Male,White,Widowed,High school graduate,Retired,"$30,000 to under $40,000",0,,,,,Yes,No
78,Female,White,Widowed,High school graduate,Retired,"$10,000 to under $20,000",0,,,,,Yes,No
78,Male,White,Married,"Some college, no 4-year degree",Retired,"$30,000 to under $40,000",0,,,,,Yes,No
77,Female,White,Married,High school graduate,Retired,"$20,000 to under $30,000",0,,,,,Yes,No
77,Female,White,Widowed,High school graduate,Retired,"$10,000 to under $20,000",0,,,,,Yes,No
76,Male,White,Divorced,High school graduate,Retired,"$20,000 to under $30,000",0,,,,,Yes,No
76,Female,White,Married,High school incomplete,Retired,"$10,000 to under $20,000",0,,,,,Yes,No
76,Female,White,Widowed,"Technical, trade or vocational school AFTER high school",Retired,"$10,000 to under $20,000",0,,,,,No,No
75,Female,White,Widowed,High school graduate,Retired,Refused,0,,,,,Yes,Yes
75,Female,White,Divorced,High school incomplete,Retired,"9$100,000 to under $150,000",0,,,,,No,No
75,Female,White,Widowed,High school graduate,Retired,Refused,0,,,,,No,No
75,Female,White,Married,College graduate,Retired,"$50,000 to under $75,000",0,,,,,Yes,No
74,Male,White,Widowed,High school incomplete,Retired,"$10,000 to under $20,000",0,,,,,Yes,No
74,Male,White,Divorced,High school graduate,Retired,"$20,000 to under $30,000",0,,,,,No,No
73,Female,White,Married,High school graduate,Retired,"$10,000 to under $20,000",0,,,,,Yes,No
72,Female,White,Never been married,"Some college, no 4-year degree",Retired,Refused,0,,,,,Yes,No
72,Female,White,Divorced,College graduate,Employed full-time,"$100,000 to under $150,000",0,,,,,Yes,Yes
72,Female,White,Widowed,"Technical, trade or vocational school AFTER high school",Retired,"$75,000 to under $100,000",0,,,,,Yes,Yes
72,Female,White,Married,High school graduate,Retired,"9$100,000 to under $150,000",0,,,,,Yes,No
71,Female,White,Widowed,High school graduate,Retired,Refused,0,,,,,No,No
71,Female,White,Divorced,High school incomplete,Retired,"$10,000 to under $20,000",0,,,,,Yes,No
71,Male,White,Married,Post-graduate training/professional school after college,Employed part-time,"$100,000 to under $150,000",0,,,,,Yes,Yes
71,Male,White,Married,High school graduate,Retired,"$30,000 to under $40,000",0,,,,,Yes,No
71,Male,White,Married,"Some college, no 4-year degree",Retired,"$20,000 to under $30,000",0,,,,,Yes,Yes
70,Male,White,Married,None,Employed full-time,"$30,000 to under $40,000",0,,,,,No,No
70,Male,White,Married,High school graduate,Retired,"$40,000 to under $50,000",0,,,,,Yes,No
70,Male,White,Married,College graduate,Retired,"$100,000 to under $150,000",0,,,,,Yes,Yes
70,Male,White,Married,Post-graduate training/professional school after college,Employed full-time,"$100,000 to under $150,000",0,,,,,No,No
70,Female,White,Married,High school graduate,Retired,"9$100,000 to under $150,000",0,,,,,No,No
70,Male,White,Married,"Technical, trade or vocational school AFTER high school",Retired,"$75,000 to under $100,000",0,,,,,Yes,No
69,Female,White,Never been married,High school incomplete,Not employed for pay,"Less than $10,000",0,,,,,No,No
69,Male,White,Divorced,College graduate,Retired,"$10,000 to under $20,000",0,,,,,Yes,No
69,Male,White,Married,"Some college, no 4-year degree",Retired,"$40,000 to under $50,000",0,,,,,No,No
69,Male,White,Widowed,High school incomplete,Retired,"$20,000 to under $30,000",0,,,,,No,No
69,Female,White,Married,"Some college, no 4-year degree",Retired,Refused,0,,,,,Yes,No
69,Female,White,Married,College graduate,Retired,Refused,0,,,,,Yes,No
68,Female,White,Widowed,High school graduate,Retired,"$20,000 to under $30,000",0,,,,,No,No
68,Female,White,Widowed,High school graduate,Retired,"$10,000 to under $20,000",0,,,,,Yes,No
